"time","value"
"2026-03-17T10:32:00.000Z",0
"2026-03-17T10:32:15.000Z",0
"2026-03-17T10:32:30.000Z",0
"2026-03-17T10:32:45.000Z",0
"2026-03-17T10:33:00.000Z",0
"2026-03-17T10:33:15.000Z",0
"2026-03-17T10:33:30.000Z",0
"2026-03-17T10:33:45.000Z",0
"2026-03-17T10:34:00.000Z",0
"2026-03-17T10:34:15.000Z",0
"2026-03-17T10:34:30.000Z",0
"2026-03-17T10:34:45.000Z",0
"2026-03-17T10:35:00.000Z",0
"2026-03-17T10:35:15.000Z",0
"2026-03-17T10:35:30.000Z",0
"2026-03-17T10:35:45.000Z",0
"2026-03-17T10:36:00.000Z",0
"2026-03-17T10:36:15.000Z",0
"2026-03-17T10:36:30.000Z",0
"2026-03-17T10:36:45.000Z",0
"2026-03-17T10:37:00.000Z",0
"2026-03-17T10:37:15.000Z",0
"2026-03-17T10:37:30.000Z",0
"2026-03-17T10:37:45.000Z",0
"2026-03-17T10:38:00.000Z",0
"2026-03-17T10:38:15.000Z",0
"2026-03-17T10:38:30.000Z",0
"2026-03-17T10:38:45.000Z",0
"2026-03-17T10:39:00.000Z",0
"2026-03-17T10:39:15.000Z",0
"2026-03-17T10:39:30.000Z",0
"2026-03-17T10:39:45.000Z",0
"2026-03-17T10:40:00.000Z",0
"2026-03-17T10:40:15.000Z",0
"2026-03-17T10:40:30.000Z",0
"2026-03-17T10:40:45.000Z",0
"2026-03-17T10:41:00.000Z",0
"2026-03-17T10:41:15.000Z",0
"2026-03-17T10:41:30.000Z",0
"2026-03-17T10:41:45.000Z",0
"2026-03-17T10:42:00.000Z",0
"2026-03-17T10:42:15.000Z",0
"2026-03-17T10:42:30.000Z",0
"2026-03-17T10:42:45.000Z",0
"2026-03-17T10:43:00.000Z",0
"2026-03-17T10:43:15.000Z",0
"2026-03-17T10:43:30.000Z",0
"2026-03-17T10:43:45.000Z",0
"2026-03-17T10:44:00.000Z",0
"2026-03-17T10:44:15.000Z",0
"2026-03-17T10:44:30.000Z",0
"2026-03-17T10:44:45.000Z",0
"2026-03-17T10:45:00.000Z",0
"2026-03-17T10:45:15.000Z",0
"2026-03-17T10:45:30.000Z",0
"2026-03-17T10:45:45.000Z",0
"2026-03-17T10:46:00.000Z",0
"2026-03-17T10:46:15.000Z",0
"2026-03-17T10:46:30.000Z",0
"2026-03-17T10:46:45.000Z",0
"2026-03-17T10:47:00.000Z",0
"2026-03-17T10:47:15.000Z",0
"2026-03-17T10:47:30.000Z",0
"2026-03-17T10:47:45.000Z",0
"2026-03-17T10:48:00.000Z",1
"2026-03-17T10:48:15.000Z",0
"2026-03-17T10:48:30.000Z",0
"2026-03-17T10:48:45.000Z",0
"2026-03-17T10:49:00.000Z",0
"2026-03-17T10:49:15.000Z",0
"2026-03-17T10:49:30.000Z",0
"2026-03-17T10:49:45.000Z",0
"2026-03-17T10:50:00.000Z",0
"2026-03-17T10:50:15.000Z",0
"2026-03-17T10:50:30.000Z",0
"2026-03-17T10:50:45.000Z",0
"2026-03-17T10:51:00.000Z",0
"2026-03-17T10:51:15.000Z",0
"2026-03-17T10:51:30.000Z",0
"2026-03-17T10:51:45.000Z",0
"2026-03-17T10:52:00.000Z",0
"2026-03-17T10:52:15.000Z",0
"2026-03-17T10:52:30.000Z",0
"2026-03-17T10:52:45.000Z",0
"2026-03-17T10:53:00.000Z",0
"2026-03-17T10:53:15.000Z",0
"2026-03-17T10:53:30.000Z",0
"2026-03-17T10:53:45.000Z",0
"2026-03-17T10:54:00.000Z",0
"2026-03-17T10:54:15.000Z",0
"2026-03-17T10:54:30.000Z",0
"2026-03-17T10:54:45.000Z",0
"2026-03-17T10:55:00.000Z",0
"2026-03-17T10:55:15.000Z",0
"2026-03-17T10:55:30.000Z",0
"2026-03-17T10:55:45.000Z",0
"2026-03-17T10:56:00.000Z",0
"2026-03-17T10:56:15.000Z",0
"2026-03-17T10:56:30.000Z",0
"2026-03-17T10:56:45.000Z",0
"2026-03-17T10:57:00.000Z",0
"2026-03-17T10:57:15.000Z",0
"2026-03-17T10:57:30.000Z",0
"2026-03-17T10:57:45.000Z",0
"2026-03-17T10:58:00.000Z",0
"2026-03-17T10:58:15.000Z",0
"2026-03-17T10:58:30.000Z",0
"2026-03-17T10:58:45.000Z",0
"2026-03-17T10:59:00.000Z",0
"2026-03-17T10:59:15.000Z",0
"2026-03-17T10:59:30.000Z",0
"2026-03-17T10:59:45.000Z",0
"2026-03-17T11:00:00.000Z",0
"2026-03-17T11:00:15.000Z",0
"2026-03-17T11:00:30.000Z",0
"2026-03-17T11:00:45.000Z",0
"2026-03-17T11:01:00.000Z",0
"2026-03-17T11:01:15.000Z",0
"2026-03-17T11:01:30.000Z",0
"2026-03-17T11:01:45.000Z",0
"2026-03-17T11:02:00.000Z",0
"2026-03-17T11:02:15.000Z",0
"2026-03-17T11:02:30.000Z",0
"2026-03-17T11:02:45.000Z",0
"2026-03-17T11:03:00.000Z",0
"2026-03-17T11:03:15.000Z",0
"2026-03-17T11:03:30.000Z",0
"2026-03-17T11:03:45.000Z",0
"2026-03-17T11:04:00.000Z",0
"2026-03-17T11:04:15.000Z",0
"2026-03-17T11:04:30.000Z",0
"2026-03-17T11:04:45.000Z",0
"2026-03-17T11:05:00.000Z",0
"2026-03-17T11:05:15.000Z",0
"2026-03-17T11:05:30.000Z",0
"2026-03-17T11:05:45.000Z",0
"2026-03-17T11:06:00.000Z",0
"2026-03-17T11:06:15.000Z",0
"2026-03-17T11:06:30.000Z",0
"2026-03-17T11:06:45.000Z",0
"2026-03-17T11:07:00.000Z",0
"2026-03-17T11:07:15.000Z",0
"2026-03-17T11:07:30.000Z",0
"2026-03-17T11:07:45.000Z",0
"2026-03-17T11:08:00.000Z",0
"2026-03-17T11:08:15.000Z",0
"2026-03-17T11:08:30.000Z",0
"2026-03-17T11:08:45.000Z",0
"2026-03-17T11:09:00.000Z",0
"2026-03-17T11:09:15.000Z",0
"2026-03-17T11:09:30.000Z",0
"2026-03-17T11:09:45.000Z",0
"2026-03-17T11:10:00.000Z",0
"2026-03-17T11:10:15.000Z",0
"2026-03-17T11:10:30.000Z",0
"2026-03-17T11:10:45.000Z",0
"2026-03-17T11:11:00.000Z",0
"2026-03-17T11:11:15.000Z",0
"2026-03-17T11:11:30.000Z",0
"2026-03-17T11:11:45.000Z",0
"2026-03-17T11:12:00.000Z",0
"2026-03-17T11:12:15.000Z",0
"2026-03-17T11:12:30.000Z",0
"2026-03-17T11:12:45.000Z",0
"2026-03-17T11:13:00.000Z",0
"2026-03-17T11:13:15.000Z",0
"2026-03-17T11:13:30.000Z",0
"2026-03-17T11:13:45.000Z",0
"2026-03-17T11:14:00.000Z",0
"2026-03-17T11:14:15.000Z",0
"2026-03-17T11:14:30.000Z",0
"2026-03-17T11:14:45.000Z",0
"2026-03-17T11:15:00.000Z",0
"2026-03-17T11:15:15.000Z",0
"2026-03-17T11:15:30.000Z",0
"2026-03-17T11:15:45.000Z",0
"2026-03-17T11:16:00.000Z",0
"2026-03-17T11:16:15.000Z",0
"2026-03-17T11:16:30.000Z",0
"2026-03-17T11:16:45.000Z",0
"2026-03-17T11:17:00.000Z",0
"2026-03-17T11:17:15.000Z",0
"2026-03-17T11:17:30.000Z",0
"2026-03-17T11:17:45.000Z",0
