"time","value"
"2026-03-17T10:17:45.000Z",0
"2026-03-17T10:18:00.000Z",0
"2026-03-17T10:18:15.000Z",0
"2026-03-17T10:18:30.000Z",0
"2026-03-17T10:18:45.000Z",0
"2026-03-17T10:19:00.000Z",0
"2026-03-17T10:19:15.000Z",0
"2026-03-17T10:19:30.000Z",0
"2026-03-17T10:19:45.000Z",0
"2026-03-17T10:20:00.000Z",0
"2026-03-17T10:20:15.000Z",0
"2026-03-17T10:20:30.000Z",0
"2026-03-17T10:20:45.000Z",0
"2026-03-17T10:21:00.000Z",0
"2026-03-17T10:21:15.000Z",0
"2026-03-17T10:21:30.000Z",0
"2026-03-17T10:21:45.000Z",0
"2026-03-17T10:22:00.000Z",0
"2026-03-17T10:22:15.000Z",0
"2026-03-17T10:22:30.000Z",0
"2026-03-17T10:22:45.000Z",0
"2026-03-17T10:23:00.000Z",0
"2026-03-17T10:23:15.000Z",0
"2026-03-17T10:23:30.000Z",0
"2026-03-17T10:23:45.000Z",0
"2026-03-17T10:24:00.000Z",0
"2026-03-17T10:24:15.000Z",0
"2026-03-17T10:24:30.000Z",0
"2026-03-17T10:24:45.000Z",0
"2026-03-17T10:25:00.000Z",0
"2026-03-17T10:25:15.000Z",0
"2026-03-17T10:25:30.000Z",0
"2026-03-17T10:25:45.000Z",0
"2026-03-17T10:26:00.000Z",0
"2026-03-17T10:26:15.000Z",0
"2026-03-17T10:26:30.000Z",0
"2026-03-17T10:26:45.000Z",0
"2026-03-17T10:27:00.000Z",0
"2026-03-17T10:27:15.000Z",0
"2026-03-17T10:27:30.000Z",0
"2026-03-17T10:27:45.000Z",0
"2026-03-17T10:28:00.000Z",0
"2026-03-17T10:28:15.000Z",0
"2026-03-17T10:28:30.000Z",0
"2026-03-17T10:28:45.000Z",0
"2026-03-17T10:29:00.000Z",0
"2026-03-17T10:29:15.000Z",0
"2026-03-17T10:29:30.000Z",0
"2026-03-17T10:29:45.000Z",0
"2026-03-17T10:30:00.000Z",0
"2026-03-17T10:30:15.000Z",0
"2026-03-17T10:30:30.000Z",0
"2026-03-17T10:30:45.000Z",0
"2026-03-17T10:31:00.000Z",0
"2026-03-17T10:31:15.000Z",0
"2026-03-17T10:31:30.000Z",0
"2026-03-17T10:31:45.000Z",0
