"time","call_identity_connected","cleanup_detach_events","cleanup_shots_scheduled","client_disconnected","fire_vehicle_weapon","fire_weapon","interact_vehicle","projectile_impact","reload_vehicle_weapon","reload_weapon","request_chunks","reset_map","send_chat","set_loadout","set_username","switch_vehicle_weapon","sync_entity_transform","tick_environment","tick_grenades","tick_health_regen","tick_vehicles","update_position","update_vehicle_input","vehicle_projectile_impact"
"2026-03-17T11:02:00.000Z",0,0.000014076099999993375,0.00003063610000006989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000965600000000233,0.00173309119996361,0.00008314839999989942,0.010232537899310046,0,0,0
"2026-03-17T11:02:30.000Z",0,0.000011624000000010072,0.000029712199999920585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009640099999996821,0.0018230250000556226,0.00007052430000005216,0.00929748129969994,0,0,0
"2026-03-17T11:03:00.000Z",0,0.000013948000000008066,0.000026863999999893198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010223999999992018,0.0018187442999533232,0.00007720849999994784,0.009710767500291696,0,0,0
"2026-03-17T11:03:30.000Z",0,0.000011404100000023122,0.00003080030000006673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009228099999991635,0.0018987603000084619,0.00007325639999997691,0.009193441500110566,0,0,0
"2026-03-17T11:04:00.000Z",0,0.00001352409999997306,0.000028832100000020235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008376099999996001,0.0018630886000096326,0.00007824829999982797,0.009276744999806397,0,0,0
"2026-03-17T11:04:30.000Z",0,0.000010892000000017888,0.00002387199999995815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008871999999993108,0.0019411683999805973,0.0000721645999998799,0.009643983399928403,0,0,0
"2026-03-17T11:05:00.000Z",0,0.000011656200000009777,0.00002397610000004491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001188809999999041,0.0018825163999906637,0.00007482419999984558,0.00950686629989832,0,0,0
"2026-03-17T11:05:30.000Z",0,0.000011932000000003385,0.000024324199999981033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010271999999988957,0.0018897684000137361,0.00008063610000004219,0.00975440350025565,0,0,0
"2026-03-17T11:06:00.000Z",0,0.0000143200000000121,0.00002757619999993466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009035999999995603,0.0017600316000027762,0.00007350840000004412,0.009309573600239674,0,0,0
"2026-03-17T11:06:30.000Z",0,0.00001560800000000029,0.000024524100000089533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009392099999994131,0.0017201352999563825,0.00007482029999987816,0.009660574500048825,0,0,0
"2026-03-17T11:07:00.000Z",0,0.000014359999999991047,0.00002523199999995285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008575999999993478,0.001783063700014509,0.00007521609999994183,0.011118448400020499,0,0,0
"2026-03-17T11:07:30.000Z",0,0.000012032199999989502,0.00003244399999990932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007540099999991946,0.0016615840000270055,0.00007091240000001164,0.00937984140023218,0,0,0
"2026-03-17T11:08:00.000Z",0,0.00001298799999998046,0.00003044000000000935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006848100000000912,0.001719416100053195,0.0000703761000000469,0.009409781799968188,0,0,0
"2026-03-17T11:08:30.000Z",0,0.000012663999999995568,0.000030156099999967268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005576100000004303,0.001835815400067986,0.00007233620000004493,0.009949527300113914,0,0,0
"2026-03-17T11:09:00.000Z",0,0.000010748100000013139,0.000022748100000047346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001046399999999892,0.0019228484000507252,0.00007322819999995289,0.009637520599926576,0,0,0
"2026-03-17T11:09:30.000Z",0,0.000011011999999999135,0.000032372199999919364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008116099999999627,0.0018633106000322643,0.00007424030000020566,0.009528977799982387,0,0,0
"2026-03-17T11:10:00.000Z",0,0.000011684000000000695,0.00003367199999999571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009620100000007348,0.002076073000012002,0.0000707244000000884,0.01015540799980954,0,0,0
"2026-03-17T11:10:30.000Z",0,0.000010999999999983245,0.0000290281000000725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007471999999997259,0.00184808429999066,0.0000770763000002006,0.009386429200094427,0,0,0
