"time","call_identity_connected","cleanup_detach_events","cleanup_shots_scheduled","client_disconnected","fire_vehicle_weapon","fire_weapon","interact_vehicle","projectile_impact","reload_vehicle_weapon","reload_weapon","request_chunks","reset_map","send_chat","set_loadout","set_username","switch_vehicle_weapon","sync_entity_transform","tick_environment","tick_grenades","tick_health_regen","tick_vehicles","update_position","update_vehicle_input","vehicle_projectile_impact"
"2026-03-17T11:11:00.000Z",0,0.000012948000000001515,0.00002280409999997346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000085600000000019,0.001678878899957681,0.00007394830000002629,0.009273877700252342,0,0,0
"2026-03-17T11:11:30.000Z",0,0.000012671999999991357,0.000030188099999950425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008195999999993653,0.0017615838000040185,0.00007346829999992366,0.009691676300235486,0,0,0
"2026-03-17T11:12:00.000Z",0,0.000014064100000021896,0.00003452429999999396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009799999999993149,0.0017224043000339862,0.00007225619999999822,0.009447641399856366,0,0,0
"2026-03-17T11:12:30.000Z",0,0.000010784100000016396,0.000029840199999942032,0,0,0,0,0,0,0,0,0.009213056800000174,0,0,0,0,0,0.000005384000000008272,0.0017499647000477126,0.00006998439999978956,0.00888184259974878,0,0,0
"2026-03-17T11:13:00.000Z",0,0.00001343610000001938,0.000024112100000017736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008831999999991958,0.001875115700022434,0.00008531670000007098,0.00773052509966874,0,0,0
"2026-03-17T11:13:30.000Z",0,0.000009876099999983624,0.000018644100000031472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009228000000005565,0.001767291000004434,0.00006773219999995916,0.007351897000307872,0,0,0
"2026-03-17T11:14:00.000Z",0,0.00001070799999998151,0.00001870419999994155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000012772099999991405,0.001905468599966298,0.00007103630000013795,0.007502721400078372,0,0,0
"2026-03-17T11:14:30.000Z",0,0.000020744099999969734,0.00002169610000004596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000062959999999945285,0.0018912371999988409,0.000078108299999613,0.007227288800095266,0,0,0
"2026-03-17T11:15:00.000Z",0,0.000013056100000019555,0.00002204030000001467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009196100000008479,0.0017257918999916912,0.0000714800999999099,0.007303804299817785,0,0,0
"2026-03-17T11:15:30.000Z",0,0.000015052000000004285,0.000022620100000025903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008523999999998645,0.0017486822000080339,0.00007301999999995701,0.007200600200076224,0,0,0
"2026-03-17T11:16:00.000Z",0,0.000011651999999973128,0.00002094809999997338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009184000000006521,0.0018169039000383693,0.00007923250000025918,0.0078358302000197,0,0,0
"2026-03-17T11:16:30.000Z",0,0.000016508100000001137,0.000020908100000038846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005968099999997812,0.001953201100019442,0.00007552430000004052,0.007298596700184135,0,0,0
"2026-03-17T11:17:00.000Z",0,0.0000114160999999946,0.000018531999999993334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000075599999999953486,0.0018225282000173594,0.00008627220000008152,0.007136644599995634,0,0,0
"2026-03-17T11:17:30.000Z",0,0.000013868100000014039,0.00001760419999996543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008367999999991938,0.001836104500023339,0.00007360460000001013,0.007377648400051839,0,0,0
